id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
148,3,1004.7974482359999,1,1,678,11.641,3.001,0.499,-0.107,0.74,0.192,0.068
148,4,1350.4993526969693,1,1,669,11.709,2.979,0.499,-0.137,0.738,0.193,0.069
149,1,915.8173757000602,0,0,550,11.085,2.916,0.558,0.213,0.802,0.156,0.042
149,2,1176.0914279279982,0,0,564,11.071,2.975,0.564,0.165,0.805,0.154,0.041
149,3,1227.5856576428296,0,1,546,11.111,3.02,0.568,0.142,0.813,0.145,0.042
149,4,1271.7876639343924,0,1,562,11.182,3.007,0.555,0.052,0.82,0.135,0.044
150,1,874.6364239574581,0,0,210,11.426,2.981,0.581,0.086,0.529,0.248,0.224
150,2,1204.4196707969718,0,0,200,11.364,3.03,0.595,0.078,0.545,0.24,0.215
150,3,1335.513844733368,0,1,208,11.476,2.942,0.567,0.094,0.548,0.236,0.216
150,4,1081.7393502963357,0,1,199,11.616,2.945,0.563,-0,0.528,0.261,0.211
151,1,756.7444944551094,1,0,1310,11.378,3.01,0.529,0.019,0.605,0.279,0.116
151,2,970.6948817369379,1,0,1250,11.388,3.01,0.537,0.045,0.597,0.281,0.122
151,3,1079.3961534470893,1,1,1317,11.415,3.021,0.537,0.017,0.601,0.275,0.124
151,4,1280.3822114168274,1,1,1288,11.35,3.012,0.543,0.035,0.603,0.273,0.123
152,1,865.3681312760712,1,0,218,10.559,2.982,0.661,0.397,0.72,0.22,0.06
152,2,1102.1386474528804,1,0,237,10.985,2.949,0.612,0.291,0.717,0.219,0.063
152,3,1703.7695348973634,1,1,237,10.853,2.895,0.612,0.211,0.734,0.215,0.051
152,4,1311.2171613644432,1,1,243,11.197,2.831,0.547,0.051,0.72,0.23,0.049
153,1,769.415141469127,0,0,183,11.135,2.885,0.514,0.335,0.836,0.098,0.066
153,2,1000.8368786079933,0,0,169,11.084,3.012,0.533,0.334,0.852,0.089,0.059
153,3,1545.9654613876362,0,1,158,10.953,2.981,0.538,0.307,0.848,0.089,0.063
153,4,1231.9833322263473,0,1,175,11.113,2.949,0.554,0.276,0.857,0.091,0.051
154,1,755.9447890990982,1,0,950,11.427,2.918,0.488,0.037,0.865,0.097,0.038
154,2,993.3648829947807,1,0,953,11.579,2.94,0.471,-0.058,0.868,0.095,0.037
154,3,1188.1048286369496,1,1,934,11.508,2.979,0.484,-0.07,0.878,0.094,0.028
154,4,1288.3847860889728,1,1,915,11.477,2.95,0.495,-0.051,0.886,0.084,0.03
155,1,941.5708779647684,1,0,311,11.642,2.926,0.518,0.077,0.788,0.161,0.051
155,2,1040.781997025238,1,0,299,11.734,2.903,0.525,0.046,0.789,0.164,0.047
155,3,1425.313607140894,1,1,293,11.983,2.915,0.515,-0.008,0.771,0.167,0.061
155,4,1719.0120581861258,1,1,302,12.097,2.977,0.517,-0.038,0.765,0.172,0.063
156,1,647.6397150577227,1,0,1373,12.07,3.007,0.427,-0.545,0.727,0.173,0.1
156,2,778.9873809678138,1,0,1331,11.996,3.011,0.423,-0.506,0.731,0.168,0.101
156,3,1034.231752497906,1,1,1354,12.086,3.008,0.418,-0.544,0.731,0.169,0.1
156,4,1034.9377127393245,1,1,1305,12.078,3.016,0.428,-0.556,0.725,0.177,0.098
157,1,916.3026134891351,0,0,308,10.725,2.877,0.584,0.397,0.614,0.214,0.172
157,2,993.9589487668463,0,0,316,10.857,2.848,0.566,0.348,0.617,0.206,0.177
157,3,1069.4270419474724,0,1,359,11.055,2.939,0.563,0.227,0.604,0.212,0.184
157,4,1335.400620534989,0,1,362,11.214,2.983,0.575,0.209,0.627,0.196,0.177
158,1,744.5894238971912,0,0,211,11.299,3.104,0.616,0.385,0.488,0.28,0.232
158,2,1162.6236744366702,0,0,225,11.259,3.067,0.591,0.305,0.467,0.28,0.253
158,3,1188.6745367879712,0,1,213,11.343,3.052,0.573,0.267,0.455,0.282,0.263
158,4,1394.9979573030053,0,1,213,11.365,3.099,0.573,0.255,0.441,0.291,0.268
159,1,698.9543888093568,0,0,327,10.924,3.021,0.676,0.437,0.538,0.364,0.098
159,2,1409.2141917167035,0,0,317,10.963,3.003,0.647,0.403,0.543,0.36,0.098
159,3,1242.355022782658,0,1,305,11.043,2.977,0.633,0.328,0.531,0.377,0.092
159,4,1286.7805816369291,0,1,301,10.85,2.91,0.631,0.315,0.535,0.369,0.096
160,1,656.4494509282994,1,0,454,11.445,3.024,0.522,0.034,0.652,0.282,0.066
160,2,1006.4209878057113,1,0,431,11.471,3.053,0.524,0.042,0.661,0.276,0.063
160,3,1080.9976502251866,1,1,421,11.348,3.086,0.534,0.017,0.653,0.29,0.057
160,4,1328.0782574413097,1,1,443,11.799,3.102,0.515,-0.207,0.65,0.293,0.056
161,1,784.1116036153768,1,0,515,11.561,2.975,0.526,0.032,0.753,0.217,0.029
161,2,1189.00610921022,1,0,520,11.574,2.996,0.512,0.037,0.763,0.206,0.031
161,3,1389.6648626477477,1,1,504,11.498,3.016,0.528,0.025,0.78,0.192,0.028
161,4,1481.535365703492,1,1,543,11.686,3.063,0.521,-0.141,0.766,0.21,0.024
162,1,904.9919537352838,1,0,476,10.73,2.964,0.588,0.353,0.821,0.13,0.048
162,2,1134.3955808701533,1,0,475,10.84,2.943,0.577,0.301,0.823,0.128,0.048
162,3,1739.4935844676138,1,1,468,10.72,2.957,0.573,0.272,0.833,0.124,0.043
162,4,1463.6078237387055,1,1,488,10.893,2.955,0.582,0.152,0.814,0.145,0.041
163,1,1142.4214153864784,0,0,1203,11.168,2.962,0.584,0.244,0.661,0.214,0.125
163,2,1032.5653660366042,0,0,1189,11.208,2.942,0.579,0.189,0.661,0.208,0.131
163,3,1342.9756398850534,0,1,1228,11.298,2.937,0.561,0.12,0.664,0.206,0.13
163,4,1527.2673722439197,0,1,1211,11.282,2.943,0.552,0.109,0.667,0.202,0.13
164,1,986.0073038585965,0,0,514,11.011,2.977,0.554,0.318,0.661,0.247,0.091
164,2,1060.4371709251282,0,0,529,11.048,2.964,0.554,0.288,0.669,0.242,0.089
164,3,1218.9977393119918,0,1,568,11.017,2.968,0.558,0.23,0.671,0.241,0.088
164,4,1421.666946760785,0,1,559,11.117,2.95,0.546,0.139,0.667,0.243,0.089
165,1,948.3668211734721,1,0,463,11.233,3.235,0.572,0.182,0.639,0.246,0.114
165,2,1060.6702308506005,1,0,449,11.057,3.241,0.577,0.206,0.637,0.243,0.12
165,3,1336.836649382156,1,1,437,11.122,3.256,0.568,0.165,0.625,0.252,0.124
165,4,1183.2444558705777,1,1,542,11.424,3.196,0.555,-0.011,0.624,0.253,0.124
166,1,988.3604593755742,1,0,436,11.133,3.071,0.56,0.078,0.755,0.209,0.037
166,2,1235.6443900536678,1,0,464,11.401,3.129,0.558,0.085,0.737,0.233,0.03
166,3,1067.425306766546,1,1,452,11.401,3.148,0.538,0.037,0.75,0.217,0.033
166,4,1360.213791006327,1,1,438,11.527,3.132,0.548,0.007,0.749,0.217,0.034
167,1,884.7812117719976,1,0,232,10.863,2.884,0.664,0.561,0.75,0.185,0.065
167,2,1196.687645066436,1,0,256,11.169,2.93,0.617,0.385,0.738,0.188,0.074
167,3,1341.9613465692166,1,1,248,11.134,2.972,0.597,0.311,0.734,0.19,0.077
167,4,1589.3432409001962,1,1,302,11.147,2.94,0.583,0.19,0.732,0.199,0.07
168,1,853.3698273788077,1,0,3724,11.367,2.977,0.538,0.115,0.623,0.293,0.084
168,2,979.1148475284048,1,0,3536,11.403,2.96,0.533,0.094,0.625,0.292,0.083
168,3,1125.3426725642944,1,1,3381,11.352,2.954,0.539,0.091,0.624,0.293,0.083
168,4,1290.5039047803416,1,1,3235,11.34,2.952,0.542,0.091,0.627,0.291,0.083
169,1,775.210110729296,1,0,1250,11.482,3.014,0.51,-0.031,0.657,0.245,0.098
169,2,968.2876426031479,1,0,1257,11.494,2.996,0.52,-0.015,0.654,0.247,0.099
169,3,1109.909602037154,1,1,1272,11.502,3.019,0.514,-0.056,0.645,0.256,0.098
169,4,1227.7372442042351,1,1,1257,11.461,2.989,0.5,-0.119,0.649,0.255,0.095
170,1,595.8071899447834,0,0,191,13.097,2.832,0.387,-0.929,0.565,0.387,0.047
170,2,645.6570808029567,0,0,201,13.112,2.866,0.408,-0.783,0.542,0.403,0.055
170,3,785.4039264680981,0,1,200,13.057,2.825,0.37,-0.745,0.55,0.395,0.055
170,4,792.0394326069586,0,1,223,13.136,2.892,0.368,-0.844,0.547,0.395,0.058
171,1,732.1972515215712,1,0,3723,11.768,3.025,0.495,-0.179,0.589,0.3,0.111
171,2,930.0355540714976,1,0,3508,11.723,3.013,0.499,-0.143,0.592,0.301,0.107
171,3,1018.4253041640005,1,1,3667,11.641,3.016,0.507,-0.122,0.596,0.302,0.102
171,4,1203.8313161030642,1,1,3410,11.65,3.014,0.508,-0.125,0.591,0.304,0.106
172,1,906.7005388823059,1,0,1253,11.518,2.964,0.5,-0.061,0.885,0.081,0.034
172,2,994.5297674236335,1,0,1205,11.476,2.963,0.495,-0.06,0.88,0.085,0.034
172,3,1035.884810263086,1,1,1193,11.54,2.953,0.49,-0.103,0.88,0.083,0.037
172,4,1190.9886669244256,1,1,1157,11.503,2.963,0.503,-0.116,0.886,0.078,0.036
173,1,791.8419791184928,1,0,354,11.332,3.006,0.477,-0.02,0.709,0.226,0.065
173,2,835.2330060918247,1,0,431,11.487,3.014,0.439,-0.239,0.703,0.23,0.067
173,3,992.5111096609426,1,1,415,11.475,3.022,0.451,-0.204,0.718,0.212,0.07
173,4,1310.7249238016518,1,1,398,11.512,3.003,0.457,-0.187,0.729,0.211,0.06
174,1,1013.5695481742763,0,0,527,11.691,3.108,0.503,-0.077,0.602,0.279,0.12
174,2,967.4390270493815,0,0,509,11.687,3.069,0.509,-0.068,0.611,0.283,0.106
174,3,1111.7942430995367,0,1,492,11.596,2.982,0.506,-0.044,0.624,0.272,0.104
174,4,1225.5824601869792,0,1,567,11.487,3.042,0.527,-0.091,0.626,0.263,0.111
175,1,498.5125497550936,0,0,3724,13.69,3.035,0.321,-1.458,0.705,0.19,0.106
175,2,469.5912033726297,0,0,3571,13.491,3.006,0.334,-1.373,0.708,0.187,0.105
175,3,492.8781051618363,0,1,3707,13.245,3.003,0.355,-1.227,0.716,0.185,0.099
175,4,630.9443728337218,0,1,3618,13.119,2.994,0.364,-1.158,0.72,0.181,0.099
176,1,1087.5337551198575,0,0,588,10.812,3.031,0.599,0.397,0.66,0.245,0.095
176,2,1440.6867361055563,0,0,593,10.691,2.997,0.595,0.336,0.648,0.256,0.096
176,3,1467.8584784767097,0,1,624,10.895,3.011,0.585,0.264,0.639,0.258,0.103
176,4,1240.470402603643,0,1,767,11.342,2.969,0.553,-0.005,0.643,0.249,0.108
177,1,820.4081502390038,1,0,313,11.151,3.051,0.639,0.369,0.696,0.236,0.067
177,2,1098.7767676932212,1,0,322,11.244,3.087,0.618,0.301,0.696,0.236,0.068
177,3,1380.7454161950147,1,1,311,11.265,3.042,0.601,0.269,0.695,0.238,0.068
177,4,1578.7955543045935,1,1,367,11.489,3.025,0.586,0.155,0.695,0.229,0.076
178,1,793.8990380898501,0,0,464,11.423,3.028,0.532,0.02,0.696,0.22,0.084
178,2,1079.7904769643412,0,0,464,11.587,3.054,0.537,0.057,0.705,0.211,0.084
178,3,1258.4743983188546,0,1,453,11.632,3.018,0.536,0.034,0.7,0.212,0.088
178,4,1334.9454250041365,0,1,538,11.443,3.02,0.558,0.034,0.671,0.238,0.091
179,1,865.3636025230758,1,0,507,10.954,3.026,0.596,0.395,0.797,0.168,0.036
179,2,1225.2354421798052,1,0,493,11.085,2.988,0.602,0.366,0.799,0.16,0.041
179,3,1638.4199049802562,1,1,484,11.201,3.045,0.614,0.345,0.791,0.169,0.039
179,4,1431.4847029556583,1,1,455,11.424,3.033,0.576,0.276,0.793,0.176,0.031
180,1,919.9416895508182,0,0,515,11.578,2.99,0.524,0.004,0.682,0.245,0.074
180,2,842.240353235529,0,0,572,11.53,2.96,0.516,-0.045,0.671,0.262,0.066
180,3,915.5684396554462,0,1,606,11.634,2.949,0.51,-0.071,0.667,0.261,0.073
180,4,1107.4161842402523,0,1,579,11.544,2.908,0.515,-0.097,0.656,0.266,0.078
181,1,810.8991499836378,0,0,247,11.7,2.915,0.51,-0.138,0.607,0.352,0.04
181,2,944.0318090796948,0,0,298,11.714,2.852,0.5,-0.09,0.581,0.372,0.047
181,3,1228.7785301172514,0,1,299,11.723,2.987,0.512,-0.098,0.605,0.351,0.043
181,4,1292.3318549022829,0,1,315,11.822,2.997,0.502,-0.145,0.613,0.337,0.051
182,1,644.48256225057,0,0,416,12.399,3.087,0.401,-0.717,0.755,0.221,0.024
182,2,713.969766508831,0,0,403,12.179,3.074,0.419,-0.667,0.769,0.206,0.025
182,3,854.817866972627,0,1,413,11.971,3.126,0.458,-0.571,0.751,0.215,0.034
182,4,992.0535384754688,0,1,475,11.72,3.114,0.476,-0.465,0.762,0.206,0.032
183,1,883.083518701921,0,0,866,12.163,2.881,0.498,-0.231,0.475,0.394,0.132
183,2,865.1692619179155,0,0,858,12.131,2.924,0.502,-0.193,0.477,0.397,0.126
183,3,967.6991100861763,0,1,936,11.963,2.957,0.517,-0.156,0.469,0.403,0.128
183,4,1172.2007614504628,0,1,894,11.948,2.94,0.517,-0.134,0.471,0.406,0.123
184,1,843.4791811297658,0,0,2716,11.584,3.038,0.532,0.077,0.664,0.202,0.134
184,2,989.9412300450027,0,0,2727,11.57,3.049,0.534,0.081,0.662,0.204,0.134
184,3,1122.0580575726096,0,1,2806,11.581,3.033,0.535,0.04,0.658,0.202,0.14
184,4,1304.9183552735094,0,1,2721,11.542,3.031,0.529,0.004,0.665,0.193,0.142
185,1,724.6628415021253,1,0,288,10.969,2.993,0.642,0.492,0.736,0.125,0.139
185,2,978.7519499790167,1,0,304,11.143,2.974,0.595,0.3,0.74,0.132,0.128
185,3,1257.8648657618844,1,1,368,11.26,2.981,0.571,0.17,0.764,0.128,0.109
185,4,1396.8045000874572,1,1,364,11.178,2.981,0.569,0.144,0.758,0.126,0.115
186,1,1062.8893386050324,0,0,616,10.959,2.907,0.692,0.654,0.588,0.231,0.182
186,2,1364.0087088447137,0,0,590,11.042,2.925,0.685,0.58,0.578,0.241,0.181
186,3,1517.458179991883,0,1,644,11.272,2.96,0.637,0.382,0.571,0.244,0.185
186,4,1668.1402269403857,0,1,657,11.432,2.997,0.609,0.265,0.586,0.231,0.183
187,1,938.8730836638298,0,0,129,11.555,2.907,0.442,-0.111,0.62,0.318,0.062
187,2,1448.7552942583507,0,0,150,11.375,2.893,0.453,-0.157,0.607,0.333,0.06
187,3,1036.7947522408547,0,1,143,11.716,2.93,0.441,-0.199,0.608,0.329,0.063
187,4,1168.9712339490925,0,1,159,11.72,2.95,0.421,-0.256,0.572,0.365,0.063
188,1,787.9834097728173,1,0,643,12.106,2.936,0.505,-0.222,0.499,0.37,0.131
188,2,988.2561378631472,1,0,613,12.01,2.94,0.52,-0.176,0.493,0.382,0.126
188,3,1143.9424294889654,1,1,593,12.001,2.929,0.526,-0.167,0.481,0.386,0.133
188,4,1202.728527233118,1,1,584,11.908,2.997,0.526,-0.201,0.491,0.38,0.128
189,1,882.4521724022385,0,0,1969,11.55,3.022,0.529,0.027,0.852,0.093,0.054
189,2,958.0412450441935,0,0,1973,11.526,2.996,0.521,0.002,0.853,0.094,0.054
189,3,1245.3821542382425,0,1,1887,11.629,3.003,0.518,-0.042,0.854,0.094,0.052
189,4,1333.8329461855517,0,1,1851,11.628,3.032,0.513,-0.075,0.857,0.093,0.05
190,1,942.6748622375686,0,0,602,11.132,2.965,0.62,0.371,0.714,0.216,0.07
190,2,1238.1184439672,0,0,631,11.262,2.945,0.593,0.298,0.716,0.212,0.071
190,3,1257.9759905985222,0,1,645,11.239,2.966,0.572,0.25,0.719,0.203,0.078
190,4,1242.1009018493335,0,1,644,11.412,2.983,0.557,0.115,0.725,0.207,0.068
191,1,910.0582390879655,0,0,3724,11.423,3.011,0.546,0.126,0.449,0.405,0.147
191,2,1057.3226719436025,0,0,3706,11.469,3.012,0.54,0.092,0.445,0.41,0.144
191,3,1167.6129971844164,0,1,3549,11.518,2.999,0.536,0.045,0.447,0.407,0.147
191,4,1372.4987797946867,0,1,3386,11.507,2.994,0.536,0.022,0.45,0.408,0.142
192,1,814.036317665719,1,0,602,11.886,3.022,0.502,-0.159,0.792,0.148,0.06
192,2,1029.7304536072504,1,0,588,11.744,3.029,0.515,-0.125,0.776,0.155,0.07
192,3,1143.8286456401784,1,1,588,11.879,3.012,0.514,-0.147,0.776,0.155,0.07
192,4,1503.632670191923,1,1,561,11.73,2.996,0.522,-0.116,0.781,0.152,0.068
193,1,715.627062041306,1,0,182,10.828,2.874,0.588,0.166,0.5,0.297,0.203
193,2,1272.7272144370868,1,0,224,11.064,2.92,0.567,-0.013,0.469,0.317,0.214
193,3,1098.0221408303573,1,1,214,11.189,2.911,0.57,0.019,0.472,0.304,0.224
193,4,1940.2852174460108,1,1,203,11.121,2.926,0.581,0.006,0.463,0.31,0.227
194,1,1079.4039234674399,1,0,644,11.242,3.037,0.536,0.207,0.609,0.28,0.112
194,2,1212.5699536188604,1,0,618,11.209,3.036,0.526,0.179,0.604,0.283,0.113
194,3,1359.9842178753113,1,1,609,11.283,3.051,0.507,0.1,0.616,0.273,0.112
194,4,1545.8326616315728,1,1,640,11.27,3.087,0.517,0.077,0.62,0.264,0.116
195,1,851.410493670544,1,0,892,11.292,2.878,0.562,0.157,0.637,0.177,0.186
195,2,1118.7124783696188,1,0,870,11.281,2.844,0.563,0.129,0.644,0.174,0.183
195,3,1277.5200354546748,1,1,849,11.389,2.835,0.554,0.071,0.644,0.17,0.186
195,4,1352.4336197777056,1,1,920,11.703,2.867,0.547,-0.111,0.642,0.171,0.187
196,1,936.7552471452948,0,0,757,11.316,2.906,0.573,0.204,0.696,0.223,0.081
196,2,1257.1861732958926,0,0,750,11.245,2.888,0.579,0.192,0.708,0.209,0.083
196,3,1314.752423412523,0,1,749,11.219,2.941,0.585,0.135,0.701,0.219,0.08
196,4,1445.8891019273299,0,1,798,11.324,2.982,0.568,0.044,0.694,0.228,0.078
197,1,878.2344979280552,0,0,840,11.612,3.024,0.471,-0.098,0.639,0.299,0.062
197,2,876.4925511047611,0,0,823,11.668,3.001,0.469,-0.168,0.635,0.305,0.06
197,3,975.2634548196723,0,1,820,11.56,2.998,0.47,-0.158,0.627,0.312,0.061
197,4,1152.7550452561868,0,1,815,11.638,3.007,0.465,-0.219,0.622,0.318,0.06
198,1,856.3880222839389,0,0,823,11.113,3.027,0.56,0.149,0.73,0.125,0.145
198,2,1033.1260985590618,0,0,798,11.225,2.971,0.555,0.111,0.736,0.128,0.137
198,3,1108.0898081905311,0,1,768,11.281,2.958,0.538,0.056,0.742,0.12,0.138
198,4,1173.5966516972273,0,1,775,11.348,3.008,0.541,0.03,0.752,0.121,0.126
199,1,977.203783196683,0,0,64,12.33,2.906,0.5,0.267,0.734,0.109,0.156
199,2,1112.3002418091103,0,0,74,12.421,2.892,0.459,0.185,0.743,0.108,0.149
199,3,890.2475221137456,0,1,121,12.33,2.81,0.446,-0.139,0.777,0.066,0.157
199,4,1403.555739626901,0,1,133,12.318,2.902,0.444,-0.22,0.752,0.068,0.18
200,1,859.7352062309557,1,0,577,11.49,2.851,0.549,0.19,0.875,0.088,0.036
200,2,1185.5125984304575,1,0,561,11.498,2.857,0.556,0.191,0.873,0.087,0.039
200,3,1197.5950782523144,1,1,582,11.443,2.859,0.56,0.137,0.88,0.082,0.038
200,4,1396.5193674707305,1,1,570,11.499,2.914,0.567,0.056,0.874,0.082,0.044
201,1,832.567402662221,0,0,776,11.666,2.978,0.487,-0.174,0.669,0.177,0.155
201,2,876.1637638598809,0,0,746,11.547,2.957,0.5,-0.11,0.672,0.172,0.157
201,3,1052.341524856383,0,1,749,11.7,2.987,0.493,-0.168,0.677,0.164,0.159
201,4,1173.7609184308449,0,1,683,11.662,2.959,0.492,-0.175,0.669,0.171,0.16
202,1,742.1960069409469,0,0,457,11.915,2.967,0.435,-0.545,0.803,0.133,0.063
202,2,925.0557613350787,0,0,470,11.76,2.923,0.44,-0.479,0.802,0.134,0.064
202,3,855.6156238491631,0,1,443,11.836,2.95,0.44,-0.494,0.799,0.138,0.063
202,4,975.9615692768753,0,1,461,11.911,2.976,0.451,-0.47,0.796,0.143,0.061
203,1,660.5739953425448,0,0,340,12.045,2.918,0.476,-0.108,0.471,0.465,0.065
203,2,889.5973144921531,0,0,371,11.86,2.927,0.48,-0.122,0.48,0.466,0.054
203,3,925.2786521224492,0,1,385,11.737,2.935,0.462,-0.143,0.47,0.46,0.07
203,4,1210.1432339664716,0,1,391,11.793,2.918,0.458,-0.191,0.471,0.455,0.074
204,1,961.0944647284344,0,0,1462,11.171,2.989,0.61,0.341,0.667,0.192,0.142
204,2,1224.7066912630064,0,0,1543,11.293,2.993,0.58,0.201,0.671,0.192,0.137
204,3,1415.867681852399,0,1,1444,11.264,2.96,0.578,0.171,0.67,0.195,0.136
204,4,1459.9318498113485,0,1,1446,11.269,3.004,0.56,0.104,0.667,0.196,0.136
205,1,849.6352892375999,1,0,628,11.317,2.96,0.532,0.03,0.728,0.151,0.121
205,2,1119.101156349067,1,0,602,11.336,2.95,0.54,0.05,0.724,0.156,0.12
205,3,1332.6328930923446,1,1,571,11.325,2.954,0.546,0.074,0.718,0.161,0.121
205,4,1368.8004740681677,1,1,576,11.466,2.939,0.545,0.001,0.724,0.156,0.12
206,1,801.5338671595202,0,0,264,11.335,3.193,0.648,0.343,0.803,0.136,0.061
206,2,1498.66181757317,0,0,254,11.337,3.213,0.638,0.31,0.819,0.126,0.055
206,3,1152.460680410059,0,1,265,11.47,3.309,0.615,0.249,0.823,0.132,0.045
206,4,1513.1974121830701,0,1,260,11.495,3.342,0.604,0.22,0.823,0.135,0.042
207,1,845.4458976187348,1,0,777,10.806,3.005,0.605,0.334,0.604,0.314,0.082
207,2,1033.2569869911867,1,0,775,10.912,2.977,0.595,0.266,0.596,0.317,0.086
207,3,1152.1491979847972,1,1,804,11.053,2.998,0.586,0.14,0.606,0.312,0.082
207,4,1276.9293324209823,1,1,795,11.321,2.997,0.577,0.098,0.618,0.306,0.077
208,1,1104.384744196885,0,0,131,11.818,3.008,0.511,-0.082,0.511,0.13,0.359
208,2,908.1150569071311,0,0,128,11.553,2.922,0.508,-0.049,0.484,0.141,0.375
208,3,1371.9571218194885,0,1,120,11.591,2.992,0.517,-0.081,0.483,0.175,0.342
208,4,1473.7653190009135,0,1,116,11.412,2.871,0.526,-0.078,0.491,0.155,0.353
209,1,736.9037012003865,0,0,984,11.668,3.074,0.474,-0.121,0.573,0.302,0.125
209,2,815.9290549969602,0,0,1007,11.622,3.093,0.475,-0.144,0.571,0.311,0.118
209,3,941.078741517169,0,1,1040,11.807,3.137,0.463,-0.236,0.578,0.301,0.121
209,4,1082.0540292214948,0,1,1038,11.785,3.158,0.473,-0.223,0.573,0.307,0.119
210,1,878.7978631057354,1,0,3723,11.171,2.99,0.579,0.282,0.689,0.22,0.091
210,2,1202.1845650283974,1,0,3527,11.184,2.995,0.579,0.275,0.693,0.214,0.093
210,3,1330.6075188244472,1,1,3528,11.22,2.99,0.569,0.226,0.691,0.217,0.092
210,4,1514.9750027834996,1,1,3357,11.234,2.989,0.565,0.184,0.691,0.218,0.091
211,1,755.2062768389188,1,0,952,11.372,2.913,0.487,-0.011,0.652,0.242,0.106
211,2,947.2054581771263,1,0,934,11.384,2.923,0.484,-0.039,0.654,0.241,0.105
211,3,1261.766469511342,1,1,934,11.406,2.955,0.497,-0.082,0.657,0.23,0.112
211,4,1437.755840799162,1,1,899,11.358,2.958,0.491,-0.105,0.652,0.245,0.103
212,1,961.017479247285,0,0,338,11.323,2.959,0.536,0.025,0.879,0.092,0.03
212,2,863.2633961838345,0,0,350,11.495,3.029,0.546,-0.023,0.88,0.094,0.026
212,3,1084.503104671024,0,1,325,11.281,3.086,0.548,0.005,0.877,0.102,0.022
212,4,1049.4055187831939,0,1,321,11.339,3.106,0.539,-0.055,0.879,0.09,0.031
213,1,848.7952464235897,1,0,1202,11.17,3.066,0.557,0.132,0.77,0.159,0.071
213,2,1073.5165430332956,1,0,1288,11.206,3.064,0.542,0.076,0.774,0.159,0.067
213,3,1138.323169396637,1,1,1323,11.166,3.074,0.55,0.075,0.772,0.163,0.066
213,4,1368.2363523635117,1,1,1318,11.251,3.047,0.546,0.054,0.766,0.168,0.065
214,1,1094.272476946444,0,0,347,11.311,3.098,0.591,0.244,0.853,0.124,0.023
214,2,1074.830218636697,0,0,338,11.34,3.092,0.574,0.225,0.855,0.124,0.021
214,3,1241.6655138616404,0,1,314,11.439,3.054,0.567,0.164,0.857,0.124,0.019
214,4,1505.7137573610019,0,1,333,11.555,3.045,0.565,0.151,0.853,0.117,0.03
215,1,934.8347223185518,1,0,301,11.055,3.003,0.551,0.251,0.924,0.066,0.01
215,2,1280.0983978849881,1,0,323,11.084,3.012,0.579,0.228,0.923,0.065,0.012
215,3,1191.9537916573793,1,1,324,11.264,3.105,0.559,0.123,0.91,0.077,0.012
215,4,1278.807575525459,1,1,356,11.313,3.118,0.531,0.026,0.899,0.09,0.011
216,1,851.883069769039,1,0,427,11.44,2.981,0.534,-0.116,0.719,0.155,0.126
216,2,1068.8727668762976,1,0,420,11.515,2.971,0.538,-0.112,0.726,0.152,0.121
216,3,1374.814300920469,1,1,418,11.626,2.974,0.531,-0.165,0.72,0.146,0.134
216,4,1184.616918819427,1,1,408,11.586,2.944,0.5,-0.23,0.728,0.137,0.135
217,1,936.3322382745413,0,0,537,11.564,2.946,0.507,-0.045,0.592,0.285,0.123
217,2,1107.8210264537138,0,0,534,11.668,2.936,0.502,-0.052,0.586,0.292,0.122
217,3,1214.5548808177207,0,1,533,11.624,2.897,0.516,-0.047,0.597,0.291,0.113
217,4,1390.0738788456658,0,1,537,11.758,2.924,0.493,-0.148,0.594,0.298,0.108
218,1,911.1556564859069,0,0,920,11.576,3.004,0.505,-0.11,0.488,0.317,0.195
218,2,988.2532826518964,0,0,919,11.633,2.984,0.504,-0.12,0.492,0.317,0.192
218,3,974.6474191972247,0,1,911,11.642,2.99,0.49,-0.194,0.49,0.327,0.183
218,4,1065.7434229626056,0,1,856,11.67,2.975,0.498,-0.202,0.485,0.331,0.185
219,1,800.2629505233074,1,0,843,11.471,3.051,0.505,-0.007,0.813,0.122,0.065
219,2,1018.2922394018328,1,0,898,11.37,3.087,0.533,0.044,0.824,0.115,0.061
219,3,1024.9686996936582,1,1,871,11.447,3.065,0.534,0.01,0.82,0.117,0.063
219,4,1333.9939751653983,1,1,862,11.533,3.085,0.532,-0.009,0.816,0.118,0.066
220,1,896.1837537579453,1,0,3721,11.439,2.957,0.538,0.051,0.695,0.249,0.056
220,2,1064.441833885289,1,0,3500,11.421,2.944,0.539,0.063,0.698,0.245,0.056
220,3,1293.0809825649721,1,1,3253,11.434,2.951,0.539,0.067,0.696,0.248,0.056
220,4,1371.5404832796057,1,1,3234,11.389,2.965,0.536,0.036,0.703,0.242,0.054
221,1,740.5433483393225,0,0,1462,11.813,2.99,0.484,-0.292,0.85,0.101,0.05
221,2,830.0132501623619,0,0,1495,11.668,2.985,0.484,-0.259,0.847,0.1,0.053
221,3,957.670500200538,0,1,1487,11.668,2.997,0.484,-0.282,0.852,0.098,0.05
221,4,1058.8610385895486,0,1,1424,11.66,3.008,0.485,-0.267,0.857,0.095,0.048
222,1,748.8516107521623,0,0,631,11.683,2.992,0.515,-0.105,0.754,0.138,0.108
